,Zip,Complain,Count
7929,10457,Homeless Person Assistance,2
7930,10458,Homeless Person Assistance,1
7931,10459,Homeless Person Assistance,3
7932,10462,Homeless Person Assistance,1
7933,10465,Homeless Person Assistance,1
7934,10466,Homeless Person Assistance,1
7935,10467,Homeless Person Assistance,1
7936,10474,Homeless Person Assistance,1
7937,10475,Homeless Person Assistance,1
7938,11101,Homeless Person Assistance,1
7939,11103,Homeless Person Assistance,3
7940,11105,Homeless Person Assistance,1
7941,11106,Homeless Person Assistance,5
7942,11201,Homeless Person Assistance,48
7943,11204,Homeless Person Assistance,1
7944,11205,Homeless Person Assistance,3
7945,11206,Homeless Person Assistance,4
7946,11207,Homeless Person Assistance,4
7947,11209,Homeless Person Assistance,2
7948,11211,Homeless Person Assistance,2
7949,11212,Homeless Person Assistance,1
7950,11213,Homeless Person Assistance,1
7951,11215,Homeless Person Assistance,7
7952,11216,Homeless Person Assistance,1
7953,11217,Homeless Person Assistance,10
7954,11218,Homeless Person Assistance,1
7955,11219,Homeless Person Assistance,2
7956,11221,Homeless Person Assistance,1
7957,11222,Homeless Person Assistance,3
7958,11224,Homeless Person Assistance,3
7959,11225,Homeless Person Assistance,2
7960,11226,Homeless Person Assistance,3
7961,11229,Homeless Person Assistance,3
7962,11231,Homeless Person Assistance,4
7963,11232,Homeless Person Assistance,2
7964,11233,Homeless Person Assistance,4
7965,11234,Homeless Person Assistance,1
7966,11235,Homeless Person Assistance,6
7967,11238,Homeless Person Assistance,24
7968,11354,Homeless Person Assistance,1
7969,11355,Homeless Person Assistance,1
7970,11356,Homeless Person Assistance,5
7971,11367,Homeless Person Assistance,4
7972,11372,Homeless Person Assistance,1
7973,11373,Homeless Person Assistance,1
7974,11375,Homeless Person Assistance,1
7975,11377,Homeless Person Assistance,1
7976,11385,Homeless Person Assistance,1
7977,11421,Homeless Person Assistance,1
7978,11432,Homeless Person Assistance,2
7979,,HPD Literature Request,15
7980,10002,Illegal Animal Kept as Pet,1
7981,10003,Illegal Animal Kept as Pet,1
7982,10009,Illegal Animal Kept as Pet,5
7983,10018,Illegal Animal Kept as Pet,2
7984,10023,Illegal Animal Kept as Pet,2
7985,10031,Illegal Animal Kept as Pet,5
7986,10032,Illegal Animal Kept as Pet,1
7987,10034,Illegal Animal Kept as Pet,1
7988,10039,Illegal Animal Kept as Pet,1
7989,10040,Illegal Animal Kept as Pet,2
7990,10301,Illegal Animal Kept as Pet,3
7991,10302,Illegal Animal Kept as Pet,2
7992,10303,Illegal Animal Kept as Pet,2
7993,10304,Illegal Animal Kept as Pet,5
7994,10305,Illegal Animal Kept as Pet,3
7995,10306,Illegal Animal Kept as Pet,1
7996,10307,Illegal Animal Kept as Pet,1
7997,10308,Illegal Animal Kept as Pet,2
7998,10309,Illegal Animal Kept as Pet,2
7999,10310,Illegal Animal Kept as Pet,4
8000,10314,Illegal Animal Kept as Pet,3
8001,10453,Illegal Animal Kept as Pet,3
8002,10456,Illegal Animal Kept as Pet,4
8003,10457,Illegal Animal Kept as Pet,1
8004,10458,Illegal Animal Kept as Pet,1
8005,10460,Illegal Animal Kept as Pet,2
8006,10461,Illegal Animal Kept as Pet,8
8007,10462,Illegal Animal Kept as Pet,4
8008,10463,Illegal Animal Kept as Pet,2
8009,10466,Illegal Animal Kept as Pet,2
8010,10467,Illegal Animal Kept as Pet,2
8011,10469,Illegal Animal Kept as Pet,3
8012,10471,Illegal Animal Kept as Pet,1
8013,10472,Illegal Animal Kept as Pet,3
8014,10474,Illegal Animal Kept as Pet,1
8015,11101,Illegal Animal Kept as Pet,2
8016,11102,Illegal Animal Kept as Pet,1
8017,11103,Illegal Animal Kept as Pet,2
8018,11203,Illegal Animal Kept as Pet,1
8019,11204,Illegal Animal Kept as Pet,1
8020,11205,Illegal Animal Kept as Pet,3
8021,11206,Illegal Animal Kept as Pet,1
8022,11208,Illegal Animal Kept as Pet,2
8023,11209,Illegal Animal Kept as Pet,1
8024,11213,Illegal Animal Kept as Pet,5
8025,11214,Illegal Animal Kept as Pet,6
8026,11215,Illegal Animal Kept as Pet,3
8027,11218,Illegal Animal Kept as Pet,1
8028,11219,Illegal Animal Kept as Pet,4
8029,11220,Illegal Animal Kept as Pet,3
8030,11221,Illegal Animal Kept as Pet,20
8031,11222,Illegal Animal Kept as Pet,3
8032,11223,Illegal Animal Kept as Pet,1
8033,11224,Illegal Animal Kept as Pet,7
8034,11225,Illegal Animal Kept as Pet,1
8035,11228,Illegal Animal Kept as Pet,3
8036,11229,Illegal Animal Kept as Pet,1
8037,11231,Illegal Animal Kept as Pet,2
8038,11232,Illegal Animal Kept as Pet,1
8039,11233,Illegal Animal Kept as Pet,1
8040,11234,Illegal Animal Kept as Pet,4
8041,11235,Illegal Animal Kept as Pet,3
8042,11236,Illegal Animal Kept as Pet,2
8043,11237,Illegal Animal Kept as Pet,5
8044,11238,Illegal Animal Kept as Pet,1
8045,11354,Illegal Animal Kept as Pet,1
8046,11356,Illegal Animal Kept as Pet,6
8047,11357,Illegal Animal Kept as Pet,1
8048,11358,Illegal Animal Kept as Pet,3
8049,11360,Illegal Animal Kept as Pet,1
8050,11366,Illegal Animal Kept as Pet,2
8051,11367,Illegal Animal Kept as Pet,3
8052,11368,Illegal Animal Kept as Pet,3
8053,11369,Illegal Animal Kept as Pet,4
8054,11370,Illegal Animal Kept as Pet,1
8055,11372,Illegal Animal Kept as Pet,1
8056,11375,Illegal Animal Kept as Pet,4
8057,11379,Illegal Animal Kept as Pet,2
8058,11385,Illegal Animal Kept as Pet,3
8059,11415,Illegal Animal Kept as Pet,1
8060,11418,Illegal Animal Kept as Pet,1
8061,11419,Illegal Animal Kept as Pet,1
8062,11420,Illegal Animal Kept as Pet,2
8063,11421,Illegal Animal Kept as Pet,1
8064,11422,Illegal Animal Kept as Pet,1
8065,11423,Illegal Animal Kept as Pet,2
8066,11428,Illegal Animal Kept as Pet,1
8067,11429,Illegal Animal Kept as Pet,1
8068,11432,Illegal Animal Kept as Pet,2
8069,11433,Illegal Animal Kept as Pet,1
8070,11435,Illegal Animal Kept as Pet,1
8071,11692,Illegal Animal Kept as Pet,3
8072,11693,Illegal Animal Kept as Pet,1
8073,11694,Illegal Animal Kept as Pet,2
8074,,Illegal Animal Sold,1
8075,10003,Illegal Animal Sold,2
8076,10013,Illegal Animal Sold,6
8077,10025,Illegal Animal Sold,1
8078,10028,Illegal Animal Sold,1
8079,10305,Illegal Animal Sold,1
8080,10312,Illegal Animal Sold,1
8081,10452,Illegal Animal Sold,1
8082,10466,Illegal Animal Sold,1
8083,11102,Illegal Animal Sold,8
8084,11106,Illegal Animal Sold,1
8085,11209,Illegal Animal Sold,1
8086,11229,Illegal Animal Sold,2
8087,11231,Illegal Animal Sold,2
8088,11232,Illegal Animal Sold,2
8089,11235,Illegal Animal Sold,1
8090,11354,Illegal Animal Sold,1
8091,11356,Illegal Animal Sold,1
8092,11377,Illegal Animal Sold,1
8093,11385,Illegal Animal Sold,1
8094,11421,Illegal Animal Sold,2
8095,10003,Illegal Fireworks,1
8096,10009,Illegal Fireworks,6
8097,10014,Illegal Fireworks,1
8098,10024,Illegal Fireworks,1
8099,10026,Illegal Fireworks,1
8100,10029,Illegal Fireworks,2
8101,10031,Illegal Fireworks,7
8102,10032,Illegal Fireworks,1
8103,10033,Illegal Fireworks,2
8104,10034,Illegal Fireworks,10
8105,10035,Illegal Fireworks,3
8106,10036,Illegal Fireworks,1
8107,10037,Illegal Fireworks,1
8108,10040,Illegal Fireworks,3
8109,10065,Illegal Fireworks,1
8110,10302,Illegal Fireworks,1
8111,10304,Illegal Fireworks,1
8112,10306,Illegal Fireworks,2
8113,10307,Illegal Fireworks,1
8114,10308,Illegal Fireworks,1
8115,10309,Illegal Fireworks,1
8116,10310,Illegal Fireworks,1
8117,10312,Illegal Fireworks,2
8118,10314,Illegal Fireworks,2
8119,10451,Illegal Fireworks,1
8120,10453,Illegal Fireworks,3
8121,10458,Illegal Fireworks,2
8122,10460,Illegal Fireworks,2
8123,10461,Illegal Fireworks,6
8124,10463,Illegal Fireworks,1
8125,10464,Illegal Fireworks,2
8126,10465,Illegal Fireworks,2
8127,10466,Illegal Fireworks,1
8128,10467,Illegal Fireworks,3
8129,10469,Illegal Fireworks,2
8130,10472,Illegal Fireworks,3
8131,10473,Illegal Fireworks,1
8132,11004,Illegal Fireworks,1
8133,11102,Illegal Fireworks,1
8134,11103,Illegal Fireworks,3
8135,11104,Illegal Fireworks,1
8136,11105,Illegal Fireworks,1
8137,11106,Illegal Fireworks,1
8138,11203,Illegal Fireworks,1
8139,11204,Illegal Fireworks,2
8140,11206,Illegal Fireworks,2
8141,11207,Illegal Fireworks,1
8142,11209,Illegal Fireworks,1
8143,11211,Illegal Fireworks,2
8144,11212,Illegal Fireworks,1
8145,11214,Illegal Fireworks,7
8146,11215,Illegal Fireworks,1
8147,11218,Illegal Fireworks,2
8148,11220,Illegal Fireworks,1
8149,11221,Illegal Fireworks,2
8150,11222,Illegal Fireworks,1
8151,11223,Illegal Fireworks,7
8152,11225,Illegal Fireworks,1
8153,11228,Illegal Fireworks,7
8154,11229,Illegal Fireworks,1
8155,11231,Illegal Fireworks,2
8156,11233,Illegal Fireworks,1
8157,11234,Illegal Fireworks,2
8158,11235,Illegal Fireworks,2
8159,11237,Illegal Fireworks,1
8160,11354,Illegal Fireworks,1
8161,11357,Illegal Fireworks,2
8162,11361,Illegal Fireworks,1
8163,11363,Illegal Fireworks,1
8164,11364,Illegal Fireworks,1
8165,11365,Illegal Fireworks,1
8166,11367,Illegal Fireworks,1
8167,11373,Illegal Fireworks,1
8168,11374,Illegal Fireworks,1
8169,11375,Illegal Fireworks,4
8170,11377,Illegal Fireworks,3
8171,11378,Illegal Fireworks,2
8172,11385,Illegal Fireworks,2
8173,11411,Illegal Fireworks,2
8174,11412,Illegal Fireworks,3
8175,11415,Illegal Fireworks,1
8176,11416,Illegal Fireworks,2
8177,11418,Illegal Fireworks,1
8178,11419,Illegal Fireworks,1
8179,11420,Illegal Fireworks,1
8180,11427,Illegal Fireworks,1
8181,11428,Illegal Fireworks,2
8182,11433,Illegal Fireworks,1
8183,11434,Illegal Fireworks,2
8184,11436,Illegal Fireworks,1
8185,11694,Illegal Fireworks,1
8186,,Illegal Parking,4
8187,10001,Illegal Parking,175
8188,10002,Illegal Parking,304
8189,10003,Illegal Parking,219
8190,10004,Illegal Parking,56
8191,10005,Illegal Parking,61
8192,10006,Illegal Parking,8
8193,10007,Illegal Parking,62
8194,10009,Illegal Parking,211
8195,10010,Illegal Parking,135
8196,10011,Illegal Parking,255
8197,10012,Illegal Parking,173
8198,10013,Illegal Parking,233
8199,10014,Illegal Parking,247
8200,10016,Illegal Parking,251
8201,10017,Illegal Parking,322
8202,10018,Illegal Parking,158
8203,10019,Illegal Parking,427
8204,10020,Illegal Parking,4
8205,10021,Illegal Parking,167
8206,10022,Illegal Parking,336
8207,10023,Illegal Parking,387
8208,10024,Illegal Parking,259
8209,10025,Illegal Parking,276
8210,10026,Illegal Parking,144
8211,10027,Illegal Parking,299
8212,10028,Illegal Parking,220
8213,10029,Illegal Parking,257
8214,10030,Illegal Parking,108
8215,10031,Illegal Parking,172
8216,10032,Illegal Parking,185
8217,10033,Illegal Parking,318
8218,10034,Illegal Parking,278
8219,10035,Illegal Parking,136
8220,10036,Illegal Parking,259
8221,10037,Illegal Parking,65
8222,10038,Illegal Parking,107
8223,10039,Illegal Parking,70
8224,10040,Illegal Parking,133
8225,10044,Illegal Parking,4
8226,10048,Illegal Parking,1
8227,10065,Illegal Parking,124
8228,10069,Illegal Parking,67
8229,10075,Illegal Parking,108
8230,10128,Illegal Parking,148
8231,10129,Illegal Parking,1
8232,10280,Illegal Parking,44
8233,10281,Illegal Parking,7
8234,10282,Illegal Parking,21
8235,10301,Illegal Parking,249
8236,10302,Illegal Parking,77
8237,10303,Illegal Parking,139
8238,10304,Illegal Parking,168
8239,10305,Illegal Parking,344
8240,10306,Illegal Parking,369
8241,10307,Illegal Parking,106
8242,10308,Illegal Parking,237
8243,10309,Illegal Parking,361
8244,10310,Illegal Parking,99
8245,10312,Illegal Parking,688
8246,10314,Illegal Parking,927
8247,10451,Illegal Parking,139
8248,10452,Illegal Parking,154
8249,10453,Illegal Parking,108
8250,10454,Illegal Parking,111
8251,10455,Illegal Parking,158
8252,10456,Illegal Parking,119
8253,10457,Illegal Parking,166
8254,10458,Illegal Parking,151
8255,10459,Illegal Parking,93
8256,10460,Illegal Parking,139
8257,10461,Illegal Parking,342
8258,10462,Illegal Parking,253
8259,10463,Illegal Parking,189
8260,10464,Illegal Parking,359
8261,10465,Illegal Parking,438
8262,10466,Illegal Parking,406
8263,10467,Illegal Parking,282
8264,10468,Illegal Parking,98
8265,10469,Illegal Parking,373
8266,10470,Illegal Parking,87
8267,10471,Illegal Parking,109
8268,10472,Illegal Parking,121
8269,10473,Illegal Parking,160
8270,10474,Illegal Parking,69
8271,10475,Illegal Parking,74
8272,11001,Illegal Parking,12
8273,11004,Illegal Parking,63
8274,11040,Illegal Parking,6
8275,11101,Illegal Parking,535
8276,11102,Illegal Parking,166
8277,11103,Illegal Parking,258
8278,11104,Illegal Parking,80
8279,11105,Illegal Parking,214
8280,11106,Illegal Parking,183
8281,11109,Illegal Parking,44
8282,11201,Illegal Parking,526
8283,11203,Illegal Parking,365
8284,11204,Illegal Parking,833
8285,11205,Illegal Parking,314
8286,11206,Illegal Parking,382
8287,11207,Illegal Parking,532
8288,11208,Illegal Parking,385
8289,11209,Illegal Parking,508
8290,11210,Illegal Parking,311
8291,11211,Illegal Parking,305
8292,11212,Illegal Parking,174
8293,11213,Illegal Parking,206
8294,11214,Illegal Parking,672
8295,11215,Illegal Parking,611
8296,11216,Illegal Parking,236
8297,11217,Illegal Parking,670
8298,11218,Illegal Parking,549
8299,11219,Illegal Parking,451
8300,11220,Illegal Parking,453
8301,11221,Illegal Parking,193
8302,11222,Illegal Parking,285
8303,11223,Illegal Parking,821
8304,11224,Illegal Parking,61
8305,11225,Illegal Parking,187
8306,11226,Illegal Parking,334
8307,11228,Illegal Parking,435
8308,11229,Illegal Parking,495
8309,11230,Illegal Parking,678
8310,11231,Illegal Parking,354
8311,11232,Illegal Parking,251
8312,11233,Illegal Parking,261
8313,11234,Illegal Parking,931
8314,11235,Illegal Parking,459
8315,11236,Illegal Parking,323
8316,11237,Illegal Parking,199
8317,11238,Illegal Parking,347
8318,11239,Illegal Parking,21
8319,11249,Illegal Parking,203
8320,11251,Illegal Parking,1
8321,11354,Illegal Parking,356
8322,11355,Illegal Parking,343
8323,11356,Illegal Parking,235
8324,11357,Illegal Parking,341
8325,11358,Illegal Parking,193
8326,11359,Illegal Parking,2
8327,11360,Illegal Parking,119
8328,11361,Illegal Parking,172
8329,11362,Illegal Parking,108
8330,11363,Illegal Parking,66
8331,11364,Illegal Parking,188
8332,11365,Illegal Parking,307
8333,11366,Illegal Parking,68
8334,11367,Illegal Parking,142
8335,11368,Illegal Parking,388
8336,11369,Illegal Parking,304
8337,11370,Illegal Parking,171
8338,11371,Illegal Parking,1
8339,11372,Illegal Parking,228
8340,11373,Illegal Parking,241
8341,11374,Illegal Parking,196
8342,11375,Illegal Parking,276
8343,11377,Illegal Parking,430
8344,11378,Illegal Parking,674
8345,11379,Illegal Parking,529
8346,11385,Illegal Parking,915
8347,11411,Illegal Parking,70
8348,11412,Illegal Parking,107
8349,11413,Illegal Parking,119
8350,11414,Illegal Parking,230
8351,11415,Illegal Parking,86
8352,11416,Illegal Parking,154
8353,11417,Illegal Parking,204
8354,11418,Illegal Parking,231
8355,11419,Illegal Parking,217
8356,11420,Illegal Parking,282
8357,11421,Illegal Parking,275
8358,11422,Illegal Parking,115
8359,11423,Illegal Parking,118
8360,11426,Illegal Parking,95
8361,11427,Illegal Parking,89
8362,11428,Illegal Parking,46
8363,11429,Illegal Parking,76
8364,11430,Illegal Parking,9
8365,11432,Illegal Parking,129
8366,11433,Illegal Parking,120
8367,11434,Illegal Parking,198
8368,11435,Illegal Parking,238
8369,11436,Illegal Parking,110
8370,11691,Illegal Parking,91
8371,11692,Illegal Parking,20
8372,11693,Illegal Parking,51
8373,11694,Illegal Parking,193
8374,11697,Illegal Parking,1
8375,,Illegal Tree Damage,12
8376,10000,Illegal Tree Damage,1
8377,10001,Illegal Tree Damage,3
8378,10002,Illegal Tree Damage,27
8379,10003,Illegal Tree Damage,27
8380,10004,Illegal Tree Damage,2
8381,10007,Illegal Tree Damage,1
8382,10009,Illegal Tree Damage,44
8383,10010,Illegal Tree Damage,7
8384,10011,Illegal Tree Damage,29
8385,10012,Illegal Tree Damage,20
8386,10013,Illegal Tree Damage,14
8387,10014,Illegal Tree Damage,17
8388,10016,Illegal Tree Damage,17
8389,10017,Illegal Tree Damage,4
8390,10018,Illegal Tree Damage,1
8391,10019,Illegal Tree Damage,13
8392,10021,Illegal Tree Damage,22
8393,10022,Illegal Tree Damage,5
8394,10023,Illegal Tree Damage,24
8395,10024,Illegal Tree Damage,20
8396,10025,Illegal Tree Damage,15
8397,10026,Illegal Tree Damage,8
8398,10027,Illegal Tree Damage,13
8399,10028,Illegal Tree Damage,33
8400,10029,Illegal Tree Damage,16
8401,10030,Illegal Tree Damage,7
8402,10031,Illegal Tree Damage,6
8403,10032,Illegal Tree Damage,10
8404,10033,Illegal Tree Damage,8
8405,10034,Illegal Tree Damage,3
8406,10035,Illegal Tree Damage,12
8407,10036,Illegal Tree Damage,14
8408,10038,Illegal Tree Damage,9
8409,10039,Illegal Tree Damage,2
8410,10040,Illegal Tree Damage,4
8411,10065,Illegal Tree Damage,4
8412,10075,Illegal Tree Damage,9
8413,10128,Illegal Tree Damage,19
8414,10280,Illegal Tree Damage,2
8415,10301,Illegal Tree Damage,15
8416,10302,Illegal Tree Damage,6
8417,10303,Illegal Tree Damage,5
8418,10304,Illegal Tree Damage,8
8419,10305,Illegal Tree Damage,15
8420,10306,Illegal Tree Damage,16
8421,10307,Illegal Tree Damage,13
8422,10308,Illegal Tree Damage,12
8423,10309,Illegal Tree Damage,23
8424,10310,Illegal Tree Damage,3
8425,10312,Illegal Tree Damage,35
8426,10314,Illegal Tree Damage,26
8427,10451,Illegal Tree Damage,3
8428,10452,Illegal Tree Damage,3
8429,10453,Illegal Tree Damage,12
8430,10454,Illegal Tree Damage,5
8431,10455,Illegal Tree Damage,5
8432,10456,Illegal Tree Damage,2
8433,10457,Illegal Tree Damage,5
8434,10458,Illegal Tree Damage,5
8435,10459,Illegal Tree Damage,8
8436,10460,Illegal Tree Damage,8
8437,10461,Illegal Tree Damage,15
8438,10462,Illegal Tree Damage,5
8439,10463,Illegal Tree Damage,7
8440,10464,Illegal Tree Damage,5
8441,10465,Illegal Tree Damage,5
8442,10466,Illegal Tree Damage,2
8443,10467,Illegal Tree Damage,9
8444,10468,Illegal Tree Damage,5
8445,10469,Illegal Tree Damage,6
8446,10470,Illegal Tree Damage,5
8447,10471,Illegal Tree Damage,4
8448,10472,Illegal Tree Damage,5
8449,10473,Illegal Tree Damage,2
8450,10474,Illegal Tree Damage,4
8451,11001,Illegal Tree Damage,2
8452,11004,Illegal Tree Damage,2
8453,11101,Illegal Tree Damage,13
8454,11102,Illegal Tree Damage,17
8455,11103,Illegal Tree Damage,31
8456,11104,Illegal Tree Damage,12
8457,11105,Illegal Tree Damage,18
8458,11106,Illegal Tree Damage,11
8459,11201,Illegal Tree Damage,35
8460,11203,Illegal Tree Damage,6
8461,11204,Illegal Tree Damage,10
8462,11205,Illegal Tree Damage,7
8463,11206,Illegal Tree Damage,9
8464,11207,Illegal Tree Damage,15
8465,11208,Illegal Tree Damage,17
8466,11209,Illegal Tree Damage,31
8467,11210,Illegal Tree Damage,6
8468,11211,Illegal Tree Damage,36
8469,11212,Illegal Tree Damage,7
8470,11213,Illegal Tree Damage,3
8471,11214,Illegal Tree Damage,13
8472,11215,Illegal Tree Damage,40
8473,11216,Illegal Tree Damage,17
8474,11217,Illegal Tree Damage,27
8475,11218,Illegal Tree Damage,33
8476,11219,Illegal Tree Damage,9
8477,11220,Illegal Tree Damage,19
8478,11221,Illegal Tree Damage,13
8479,11222,Illegal Tree Damage,31
8480,11223,Illegal Tree Damage,20
8481,11224,Illegal Tree Damage,3
8482,11225,Illegal Tree Damage,9
8483,11226,Illegal Tree Damage,9
8484,11228,Illegal Tree Damage,11
8485,11229,Illegal Tree Damage,13
8486,11230,Illegal Tree Damage,12
8487,11231,Illegal Tree Damage,15
8488,11232,Illegal Tree Damage,10
8489,11233,Illegal Tree Damage,10
8490,11234,Illegal Tree Damage,25
8491,11235,Illegal Tree Damage,11
8492,11236,Illegal Tree Damage,9
8493,11237,Illegal Tree Damage,10
8494,11238,Illegal Tree Damage,29
8495,11239,Illegal Tree Damage,4
8496,11249,Illegal Tree Damage,10
8497,11354,Illegal Tree Damage,10
8498,11355,Illegal Tree Damage,24
8499,11356,Illegal Tree Damage,12
8500,11357,Illegal Tree Damage,11
8501,11358,Illegal Tree Damage,27
8502,11360,Illegal Tree Damage,4
8503,11361,Illegal Tree Damage,16
8504,11362,Illegal Tree Damage,6
8505,11363,Illegal Tree Damage,6
8506,11364,Illegal Tree Damage,23
8507,11365,Illegal Tree Damage,6
8508,11366,Illegal Tree Damage,11
8509,11367,Illegal Tree Damage,10
8510,11368,Illegal Tree Damage,15
8511,11369,Illegal Tree Damage,5
8512,11370,Illegal Tree Damage,7
8513,11372,Illegal Tree Damage,12
8514,11373,Illegal Tree Damage,14
8515,11374,Illegal Tree Damage,11
8516,11375,Illegal Tree Damage,27
8517,11377,Illegal Tree Damage,15
8518,11378,Illegal Tree Damage,17
8519,11379,Illegal Tree Damage,23
8520,11385,Illegal Tree Damage,31
8521,11411,Illegal Tree Damage,5
8522,11412,Illegal Tree Damage,2
8523,11413,Illegal Tree Damage,4
8524,11414,Illegal Tree Damage,11
8525,11415,Illegal Tree Damage,1
8526,11416,Illegal Tree Damage,6
8527,11417,Illegal Tree Damage,3
8528,11418,Illegal Tree Damage,8
8529,11419,Illegal Tree Damage,5
8530,11420,Illegal Tree Damage,12
8531,11421,Illegal Tree Damage,10
8532,11422,Illegal Tree Damage,3
8533,11423,Illegal Tree Damage,6
8534,11426,Illegal Tree Damage,5
8535,11427,Illegal Tree Damage,4
8536,11428,Illegal Tree Damage,3
8537,11429,Illegal Tree Damage,1
8538,11432,Illegal Tree Damage,18
8539,11433,Illegal Tree Damage,8
8540,11434,Illegal Tree Damage,4
8541,11435,Illegal Tree Damage,7
8542,11436,Illegal Tree Damage,1
8543,11691,Illegal Tree Damage,5
8544,11693,Illegal Tree Damage,2
8545,11694,Illegal Tree Damage,6
8546,,Indoor Air Quality,5
8547,10001,Indoor Air Quality,44
8548,10002,Indoor Air Quality,26
8549,10003,Indoor Air Quality,54
8550,10004,Indoor Air Quality,12
8551,10005,Indoor Air Quality,3
8552,10006,Indoor Air Quality,5
8553,10007,Indoor Air Quality,11
8554,10009,Indoor Air Quality,77
8555,10010,Indoor Air Quality,33
8556,10011,Indoor Air Quality,64
8557,10012,Indoor Air Quality,44
8558,10013,Indoor Air Quality,35
8559,10014,Indoor Air Quality,40
8560,10016,Indoor Air Quality,57
8561,10017,Indoor Air Quality,23
8562,10018,Indoor Air Quality,29
8563,10019,Indoor Air Quality,71
8564,10020,Indoor Air Quality,1
8565,10021,Indoor Air Quality,43
8566,10022,Indoor Air Quality,35
8567,10023,Indoor Air Quality,57
8568,10024,Indoor Air Quality,55
8569,10025,Indoor Air Quality,90
8570,10026,Indoor Air Quality,20
8571,10027,Indoor Air Quality,38
8572,10028,Indoor Air Quality,45
8573,10029,Indoor Air Quality,94
8574,10030,Indoor Air Quality,29
8575,10031,Indoor Air Quality,182
8576,10032,Indoor Air Quality,48
8577,10033,Indoor Air Quality,25
8578,10034,Indoor Air Quality,14
8579,10035,Indoor Air Quality,27
8580,10036,Indoor Air Quality,54
8581,10037,Indoor Air Quality,13
8582,10038,Indoor Air Quality,31
8583,10039,Indoor Air Quality,13
8584,10040,Indoor Air Quality,128
8585,10044,Indoor Air Quality,1
8586,10065,Indoor Air Quality,41
8587,10069,Indoor Air Quality,3
8588,10075,Indoor Air Quality,26
8589,10103,Indoor Air Quality,1
8590,10128,Indoor Air Quality,64
8591,10280,Indoor Air Quality,6
8592,10282,Indoor Air Quality,1
8593,10301,Indoor Air Quality,9
8594,10302,Indoor Air Quality,5
8595,10303,Indoor Air Quality,5
8596,10304,Indoor Air Quality,10
8597,10305,Indoor Air Quality,13
8598,10306,Indoor Air Quality,19
8599,10307,Indoor Air Quality,1
8600,10308,Indoor Air Quality,4
8601,10309,Indoor Air Quality,3
8602,10310,Indoor Air Quality,5
8603,10312,Indoor Air Quality,1
8604,10314,Indoor Air Quality,15
8605,10451,Indoor Air Quality,28
8606,10452,Indoor Air Quality,40
8607,10453,Indoor Air Quality,27
8608,10454,Indoor Air Quality,15
8609,10455,Indoor Air Quality,14
8610,10456,Indoor Air Quality,33
8611,10457,Indoor Air Quality,32
8612,10458,Indoor Air Quality,26
8613,10459,Indoor Air Quality,23
8614,10460,Indoor Air Quality,20
8615,10461,Indoor Air Quality,21
8616,10462,Indoor Air Quality,35
8617,10463,Indoor Air Quality,37
8618,10464,Indoor Air Quality,4
8619,10465,Indoor Air Quality,7
8620,10466,Indoor Air Quality,27
8621,10467,Indoor Air Quality,55
8622,10468,Indoor Air Quality,31
8623,10469,Indoor Air Quality,12
8624,10470,Indoor Air Quality,6
8625,10471,Indoor Air Quality,12
8626,10472,Indoor Air Quality,20
8627,10473,Indoor Air Quality,21
8628,10474,Indoor Air Quality,7
8629,10475,Indoor Air Quality,14
8630,11004,Indoor Air Quality,22
8631,11005,Indoor Air Quality,1
8632,11101,Indoor Air Quality,27
8633,11102,Indoor Air Quality,8
8634,11103,Indoor Air Quality,17
8635,11104,Indoor Air Quality,12
8636,11105,Indoor Air Quality,16
8637,11106,Indoor Air Quality,12
8638,11109,Indoor Air Quality,1
8639,11201,Indoor Air Quality,33
8640,11203,Indoor Air Quality,25
8641,11204,Indoor Air Quality,17
8642,11205,Indoor Air Quality,30
8643,11206,Indoor Air Quality,29
8644,11207,Indoor Air Quality,26
8645,11208,Indoor Air Quality,27
8646,11209,Indoor Air Quality,48
8647,11210,Indoor Air Quality,16
8648,11211,Indoor Air Quality,26
8649,11212,Indoor Air Quality,27
8650,11213,Indoor Air Quality,52
8651,11214,Indoor Air Quality,21
8652,11215,Indoor Air Quality,61
8653,11216,Indoor Air Quality,45
8654,11217,Indoor Air Quality,49
8655,11218,Indoor Air Quality,34
8656,11219,Indoor Air Quality,25
8657,11220,Indoor Air Quality,36
8658,11221,Indoor Air Quality,55
8659,11222,Indoor Air Quality,29
8660,11223,Indoor Air Quality,12
8661,11224,Indoor Air Quality,15
8662,11225,Indoor Air Quality,54
8663,11226,Indoor Air Quality,66
8664,11228,Indoor Air Quality,10
8665,11229,Indoor Air Quality,30
8666,11230,Indoor Air Quality,69
8667,11231,Indoor Air Quality,20
8668,11232,Indoor Air Quality,4
8669,11233,Indoor Air Quality,43
8670,11234,Indoor Air Quality,17
8671,11235,Indoor Air Quality,78
8672,11236,Indoor Air Quality,16
8673,11237,Indoor Air Quality,34
8674,11238,Indoor Air Quality,65
8675,11239,Indoor Air Quality,6
8676,11241,Indoor Air Quality,1
8677,11249,Indoor Air Quality,9
8678,11354,Indoor Air Quality,13
8679,11355,Indoor Air Quality,21
8680,11356,Indoor Air Quality,15
8681,11357,Indoor Air Quality,8
8682,11358,Indoor Air Quality,6
8683,11360,Indoor Air Quality,15
8684,11361,Indoor Air Quality,2
8685,11362,Indoor Air Quality,5
8686,11363,Indoor Air Quality,1
8687,11364,Indoor Air Quality,13
