Unique Key,Incident Zip,Complaint Type,Descriptor
37662684,11378.0,Food Establishment,Food Contains Foreign Object
37662995,11416.0,Food Establishment,Food Contaminated
37663006,10007.0,Food Establishment,Food Protection
37663201,11354.0,Food Establishment,Permit/License/Certificate
37663268,10014.0,Food Establishment,Facility Construction
37663502,11691.0,Food Establishment,Kitchen/Food Prep Area
37663568,11237.0,Food Establishment,Rodents/Insects/Garbage
37663570,10003.0,Food Establishment,Rodents/Insects/Garbage
37663571,11694.0,Food Establishment,Pet/Animal
37665103,11375.0,Food Establishment,Food Worker Hygiene
37667455,11235.0,Food Establishment,Food Contains Foreign Object
37667628,11377.0,Food Establishment,Food Contains Foreign Object
37667664,10035.0,Food Establishment,Letter Grading
37668208,10025.0,Food Establishment,Rodents/Insects/Garbage
37669146,11218.0,Food Poisoning,1 or 2
37669626,10019.0,Food Poisoning,1 or 2
37669945,11219.0,Food Establishment,Food Spoiled
37670371,10039.0,Food Establishment,Rodents/Insects/Garbage
37671462,10028.0,Food Poisoning,1 or 2
37672230,10458.0,Food Establishment,Food Spoiled
37673695,10026.0,Food Establishment,Food Preparation Location
37674936,10023.0,Food Establishment,Rodents/Insects/Garbage
37675538,11235.0,Food Establishment,No Permit or License
37675798,10011.0,Food Poisoning,1 or 2
37675800,10003.0,Food Poisoning,1 or 2
37675807,10007.0,Food Establishment,Kitchen/Food Prep Area
37677025,10034.0,Food Establishment,Rodents/Insects/Garbage
37677784,11220.0,Food Establishment,Food Worker Hygiene
37679087,10010.0,Food Establishment,Ventilation
37679172,10025.0,Food Establishment,Rodents/Insects/Garbage
37679201,10009.0,Food Establishment,Rodents/Insects/Garbage
37679214,10308.0,Food Establishment,Rodents/Insects/Garbage
37682633,11101.0,Food Establishment,Rodents/Insects/Garbage
37682649,11231.0,Food Establishment,Pet/Animal
37683578,10461.0,Food Establishment,Letter Grading
37683614,11369.0,Food Establishment,Letter Grading
37684984,11229.0,Food Establishment,Rodents/Insects/Garbage
37685080,10451.0,Food Establishment,Bare Hands in Contact w/ Food
37685150,10463.0,Food Poisoning,1 or 2
37685797,10019.0,Food Establishment,Letter Grading
37685801,10011.0,Food Establishment,Food Contains Foreign Object
37686724,10028.0,Food Establishment,Rodents/Insects/Garbage
37687323,10451.0,Food Establishment,Rodents/Insects/Garbage
37687449,11385.0,Smoking,Smoking Violation
37687523,11040.0,Food Poisoning,1 or 2
37688138,11219.0,Food Poisoning,1 or 2
37689137,11040.0,Food Establishment,Rodents/Insects/Garbage
37689157,10075.0,Food Establishment,Rodents/Insects/Garbage
37689477,10016.0,Food Establishment,Food Contaminated
37689583,10462.0,Food Establishment,Letter Grading
37689769,11217.0,Food Establishment,Rodents/Insects/Garbage
37689890,11103.0,Food Establishment,Bare Hands in Contact w/ Food
37690007,10013.0,Food Establishment,Food Spoiled
37690061,10462.0,Food Establishment,Food Contaminated
37690314,11372.0,Food Establishment,Kitchen/Food Prep Area
37690452,11372.0,Food Establishment,Food Spoiled
37691624,11249.0,Food Establishment,Food Spoiled
37691952,10024.0,Food Establishment,Pet/Animal
37692253,10467.0,Food Establishment,Food Contaminated
37692262,10025.0,Food Poisoning,1 or 2
37692273,10017.0,Food Establishment,Food Worker Hygiene
37692295,10007.0,Food Establishment,Bare Hands in Contact w/ Food
37692344,11378.0,Food Establishment,Food Preparation Location
37693019,10003.0,Food Establishment,Pet/Animal
37693222,11235.0,Food Poisoning,1 or 2
37693323,11211.0,Food Establishment,Ventilation
37693398,11435.0,Food Establishment,Letter Grading
37693468,11435.0,Food Establishment,Letter Grading
37694357,10027.0,Food Establishment,Letter Grading
37695108,11435.0,Food Establishment,Food Worker Hygiene
37696132,11370.0,Food Establishment,Food Contaminated
37696293,11432.0,Food Establishment,Letter Grading
37696862,11207.0,Food Establishment,Rodents/Insects/Garbage
37697579,10463.0,Food Establishment,Kitchen/Food Prep Area
37697792,10033.0,Food Establishment,Rodents/Insects/Garbage
37697848,10004.0,Food Establishment,Food Preparation Location
37697873,11217.0,Food Establishment,Rodents/Insects/Garbage
37698035,11238.0,Food Establishment,Food Contains Foreign Object
37698930,10458.0,Food Poisoning,1 or 2
37699237,11226.0,Food Poisoning,1 or 2
37699303,11433.0,Food Establishment,Food Spoiled
37699448,10012.0,Food Establishment,Rodents/Insects/Garbage
37700088,11220.0,Food Establishment,Handwashing
37700107,11378.0,Food Establishment,Rodents/Insects/Garbage
37700176,10019.0,Food Establishment,Food Contaminated
37700440,11236.0,Food Establishment,Bare Hands in Contact w/ Food
37700696,10461.0,Food Establishment,Kitchen/Food Prep Area
37701473,10002.0,Food Poisoning,3 or More
37701478,11234.0,Food Poisoning,1 or 2
37701690,10019.0,Food Establishment,Food Spoiled
37702280,10010.0,Food Poisoning,1 or 2
37702289,11205.0,Food Establishment,Kitchen/Food Prep Area
37702747,11378.0,Food Establishment,Food Spoiled
37703041,11206.0,Food Establishment,Bare Hands in Contact w/ Food
37703042,10112.0,Food Establishment,Bare Hands in Contact w/ Food
37703057,11217.0,Food Establishment,Rodents/Insects/Garbage
37703059,10014.0,Food Establishment,Rodents/Insects/Garbage
37703060,10301.0,Food Establishment,Rodents/Insects/Garbage
37703090,10016.0,Food Poisoning,1 or 2
37703109,11201.0,Food Establishment,Kitchen/Food Prep Area
37703253,10002.0,Food Establishment,Food Protection
37703921,11691.0,Food Poisoning,1 or 2
37703966,10014.0,Food Establishment,Food Worker Hygiene
37704056,11214.0,Food Poisoning,3 or More
37704086,11433.0,Food Establishment,Bare Hands in Contact w/ Food
37704104,10453.0,Food Establishment,Rodents/Insects/Garbage
37705187,11232.0,Food Establishment,Rodents/Insects/Garbage
37705482,11209.0,Food Establishment,Rodents/Insects/Garbage
37705587,11209.0,Food Establishment,Food Contaminated
37705724,11206.0,Food Establishment,Bare Hands in Contact w/ Food
37705921,10453.0,Food Establishment,Food Preparation Location
37706111,11101.0,Food Establishment,Rodents/Insects/Garbage
37706112,11209.0,Food Establishment,Rodents/Insects/Garbage
37706726,10014.0,Food Establishment,Bare Hands in Contact w/ Food
37706793,11207.0,Food Establishment,Food Worker Hygiene
37707003,11374.0,Food Establishment,Rodents/Insects/Garbage
37708105,10016.0,Food Establishment,Rodents/Insects/Garbage
37708256,10024.0,Food Poisoning,1 or 2
37708488,11205.0,Food Establishment,Rodents/Insects/Garbage
37708878,10006.0,Food Establishment,Food Contains Foreign Object
37709391,10036.0,Food Establishment,Food Worker Illness
37710558,10019.0,Food Establishment,Bare Hands in Contact w/ Food
37710807,11385.0,Smoking,Smoking Violation
37711776,11422.0,Food Establishment,Food Worker Activity
37711796,11435.0,Food Establishment,Food Worker Hygiene
37712125,10460.0,Food Establishment,Rodents/Insects/Garbage
37712321,11421.0,Food Poisoning,3 or More
37712750,11221.0,Food Establishment,Bare Hands in Contact w/ Food
37712857,11106.0,Food Poisoning,1 or 2
37712995,10033.0,Food Establishment,Rodents/Insects/Garbage
37713577,11435.0,Food Establishment,Letter Grading
37713778,11372.0,Food Establishment,Rodents/Insects/Garbage
37713887,11423.0,Food Establishment,Rodents/Insects/Garbage
37713914,10016.0,Food Establishment,Bare Hands in Contact w/ Food
37714407,11237.0,Food Establishment,Food Contains Foreign Object
37714452,10002.0,Food Establishment,Food Spoiled
37714490,11235.0,Food Establishment,Toilet Facility
37714527,10128.0,Food Establishment,Letter Grading
37714588,10001.0,Food Poisoning,1 or 2
37714728,10456.0,Food Establishment,Rodents/Insects/Garbage
37715323,10065.0,Food Establishment,Food Contains Foreign Object
37715431,11373.0,Food Establishment,Toilet Facility
37716042,10027.0,Food Establishment,Odor
37716253,11209.0,Food Establishment,Bare Hands in Contact w/ Food
37719474,10021.0,Food Establishment,Rodents/Insects/Garbage
37719912,10028.0,Food Establishment,Bare Hands in Contact w/ Food
37720223,11005.0,Food Establishment,Letter Grading
37720566,11210.0,Food Establishment,No Permit or License
37720629,10028.0,Food Establishment,Rodents/Insects/Garbage
37720727,10467.0,Food Establishment,Odor
37720975,10010.0,Food Establishment,Food Preparation Location
37721007,10016.0,Food Establishment,Food Temperature
37721092,11374.0,Food Establishment,Food Spoiled
37721553,10019.0,Food Establishment,Rodents/Insects/Garbage
37721818,10010.0,Food Poisoning,1 or 2
37721941,10012.0,Food Establishment,Pesticide
37722598,10019.0,Food Establishment,Food Contaminated
37722667,11419.0,Food Establishment,Bare Hands in Contact w/ Food
37722914,10028.0,Food Establishment,Rodents/Insects/Garbage
37723103,10002.0,Food Establishment,Kitchen/Food Prep Area
37723726,11418.0,Food Establishment,Food Protection
37723992,10038.0,Food Establishment,Food Contaminated
37724162,10023.0,Food Establishment,Letter Grading
37724323,10467.0,Food Establishment,Odor
37724403,10306.0,Food Establishment,Bare Hands in Contact w/ Food
37724483,11101.0,Food Establishment,Food Temperature
37724647,11355.0,Food Establishment,Food Contains Foreign Object
37725318,10009.0,Food Establishment,Food Temperature
37725468,11235.0,Food Establishment,Food Spoiled
37725475,10036.0,Food Establishment,Toilet Facility
37725841,11221.0,Food Establishment,Letter Grading
37725889,11235.0,Food Establishment,Facility Construction
37725995,10019.0,Food Establishment,Pet/Animal
37726049,11207.0,Food Establishment,Rodents/Insects/Garbage
37726063,11361.0,Smoking,Smoking Violation
37726298,10011.0,Food Establishment,Letter Grading
37729157,11236.0,Food Establishment,Food Spoiled
37729557,11204.0,Food Establishment,Letter Grading
37729823,10128.0,Food Establishment,Pet/Animal
37729855,11412.0,Food Establishment,Rodents/Insects/Garbage
37730304,10305.0,Food Establishment,Rodents/Insects/Garbage
37730495,11209.0,Food Establishment,Letter Grading
37730791,11214.0,Food Poisoning,1 or 2
37731134,11204.0,Food Establishment,Rodents/Insects/Garbage
37731135,11418.0,Food Establishment,Rodents/Insects/Garbage
37732851,11418.0,Food Establishment,Odor
37733614,11412.0,Food Establishment,Rodents/Insects/Garbage
37734070,10457.0,Food Establishment,Rodents/Insects/Garbage
37734143,10023.0,Food Poisoning,1 or 2
37734894,10011.0,Food Establishment,Pet/Animal
37735965,11385.0,Smoking,Smoking Violation
37736408,10469.0,Food Establishment,Rodents/Insects/Garbage
37736428,10013.0,Food Establishment,Rodents/Insects/Garbage
37736508,11235.0,Food Establishment,Bare Hands in Contact w/ Food
37736568,11235.0,Food Establishment,Food Contaminated
37736604,11414.0,Food Establishment,Food Spoiled
37736619,11233.0,Food Establishment,Food Contaminated
37736642,10002.0,Food Establishment,Food Contaminated
37737647,11358.0,Food Establishment,Rodents/Insects/Garbage
37737864,11418.0,Food Establishment,Food Spoiled
37738079,11373.0,Food Establishment,Pesticide
37738870,11362.0,Food Establishment,Food Contains Foreign Object
37738920,10014.0,Food Establishment,Odor
37739297,10023.0,Food Establishment,Rodents/Insects/Garbage
37739373,10025.0,Food Establishment,Food Spoiled
37739396,10312.0,Food Establishment,Milk Not Pasteurized
37739442,10027.0,Food Establishment,Food Spoiled
37741761,11385.0,Smoking,Smoking Violation
37742118,11220.0,Food Poisoning,1 or 2
37742676,11417.0,Food Establishment,Food Spoiled
37742815,10466.0,Food Poisoning,1 or 2
37743076,10461.0,Smoking,Smoking Violation
37743106,11354.0,Food Establishment,Rodents/Insects/Garbage
37743150,11418.0,Food Establishment,Bare Hands in Contact w/ Food
37743304,11418.0,Food Establishment,Dishwashing/Utensils
37743308,10314.0,Food Establishment,Food Spoiled
37743323,10016.0,Food Poisoning,1 or 2
37743324,11418.0,Food Poisoning,1 or 2
37743340,10012.0,Food Poisoning,1 or 2
37743463,10038.0,Food Establishment,Letter Grading
37743754,11415.0,Food Establishment,Bare Hands in Contact w/ Food
37743826,10309.0,Food Establishment,Rodents/Insects/Garbage
37743923,10128.0,Food Establishment,Kitchen/Food Prep Area
37744000,11238.0,Food Establishment,Kitchen/Food Prep Area
37744403,10029.0,Food Establishment,Food Contaminated
37744455,10459.0,Food Establishment,Rodents/Insects/Garbage
37744467,11420.0,Food Establishment,Rodents/Insects/Garbage
37744696,11221.0,Food Establishment,Food Worker Hygiene
37745035,10038.0,Food Establishment,Food Contaminated
37745168,11433.0,Food Establishment,Food Worker Hygiene
37745197,11225.0,Food Poisoning,1 or 2
37745731,10065.0,Food Establishment,Rodents/Insects/Garbage
37745732,11418.0,Food Establishment,Handwashing
37745765,10025.0,Food Establishment,Rodents/Insects/Garbage
37745802,10457.0,Food Establishment,Odor
37745972,11374.0,Food Poisoning,1 or 2
37746355,11433.0,Food Establishment,Food Spoiled
37746429,10014.0,Food Establishment,Toilet Facility
37747080,10459.0,Food Establishment,Rodents/Insects/Garbage
37747592,11418.0,Food Poisoning,1 or 2
37747770,10022.0,Food Establishment,Letter Grading
37750675,10463.0,Food Establishment,No Permit or License
37750915,10019.0,Food Poisoning,1 or 2
37750931,10016.0,Food Establishment,Kitchen/Food Prep Area
37751368,11421.0,Food Establishment,Food Spoiled
37751379,11231.0,Food Establishment,Letter Grading
37751855,11230.0,Food Establishment,Kitchen/Food Prep Area
37751896,11368.0,Food Establishment,Kitchen/Food Prep Area
37751960,10025.0,Food Establishment,Pet/Animal
37752931,11220.0,Food Poisoning,1 or 2
37753006,10312.0,Food Establishment,Rodents/Insects/Garbage
37753490,11220.0,Food Establishment,Food Protection
37753497,10455.0,Food Establishment,Pesticide
37753503,10022.0,Food Establishment,Letter Grading
37753526,11220.0,Food Establishment,Permit/License/Certificate
37753672,11207.0,Food Establishment,Bare Hands in Contact w/ Food
37753753,11220.0,Food Poisoning,1 or 2
37753833,11355.0,Food Establishment,Handwashing
37754605,11230.0,Food Establishment,Food Contains Foreign Object
37754738,11692.0,Food Establishment,Bare Hands in Contact w/ Food
37755039,10010.0,Food Establishment,Rodents/Insects/Garbage
37756078,10011.0,Food Establishment,Food Contaminated
37756135,10023.0,Food Establishment,Rodents/Insects/Garbage
37756766,11417.0,Food Establishment,Food Contains Foreign Object
37757092,11235.0,Food Poisoning,1 or 2
37757166,10002.0,Food Establishment,Rodents/Insects/Garbage
37757203,10280.0,Food Establishment,Odor
37757895,10017.0,Food Establishment,Toilet Facility
37758218,10024.0,Food Establishment,Pet/Animal
37758275,11234.0,Food Establishment,Rodents/Insects/Garbage
37758290,10028.0,Food Establishment,Odor
37759185,11222.0,Food Establishment,Handwashing
37759566,11204.0,Food Establishment,Food Spoiled
37760267,10024.0,Food Poisoning,1 or 2
37760765,10456.0,Food Establishment,Rodents/Insects/Garbage
37760824,11209.0,Food Establishment,Letter Grading
37761245,10011.0,Food Poisoning,3 or More
37761254,11220.0,Food Establishment,Food Contains Foreign Object
37761798,10451.0,Food Establishment,Food Temperature
37761908,11355.0,Food Establishment,Rodents/Insects/Garbage
37762299,10022.0,Food Poisoning,1 or 2
37762300,10003.0,Food Poisoning,1 or 2
37762702,10025.0,Food Poisoning,1 or 2
37762816,11228.0,Food Establishment,Odor
37762875,10001.0,Food Poisoning,1 or 2
37763442,10013.0,Food Establishment,Permit/License/Certificate
37763983,11214.0,Food Poisoning,1 or 2
37766776,11235.0,Food Establishment,Food Spoiled
37767440,10470.0,Food Establishment,Food Contaminated
37704838,11101.0,Food Poisoning,1 or 2
37781693,10001.0,Smoking,Smoking Violation
37781753,11223.0,Food Poisoning,1 or 2
37782148,11223.0,Food Establishment,Food Worker Activity
37782411,10030.0,Food Establishment,Dishwashing/Utensils
37782555,10002.0,Food Establishment,Pet/Animal
37783596,10451.0,Food Establishment,Food Temperature
37783843,10013.0,Food Establishment,Kitchen/Food Prep Area
37784289,11210.0,Food Establishment,Letter Grading
37784585,11427.0,Food Establishment,Handwashing
37784666,10019.0,Food Establishment,Rodents/Insects/Garbage
37784667,10011.0,Food Establishment,Rodents/Insects/Garbage
37784889,10022.0,Food Establishment,Bare Hands in Contact w/ Food
37784935,10033.0,Food Establishment,Bare Hands in Contact w/ Food
37785644,11217.0,Food Poisoning,1 or 2
37785645,11238.0,Food Poisoning,1 or 2
37786050,11358.0,Food Establishment,Food Spoiled
37786107,11415.0,Food Establishment,Kitchen/Food Prep Area
37786242,10035.0,Food Establishment,Pet/Animal
37786739,10012.0,Food Establishment,Rodents/Insects/Garbage
37786954,10021.0,Food Establishment,Food Spoiled
37788751,10018.0,Food Poisoning,1 or 2
37789449,11206.0,Food Establishment,Food Spoiled
37791414,11368.0,Food Establishment,Food Spoiled
37792078,10464.0,Food Poisoning,1 or 2
37792148,11101.0,Food Establishment,Pet/Animal
37792909,11103.0,Food Establishment,Food Contains Foreign Object
37793781,11220.0,Food Establishment,Food Preparation Location
37793803,10029.0,Food Establishment,Letter Grading
37794394,10103.0,Food Establishment,Rodents/Insects/Garbage
37794395,10011.0,Food Establishment,Pet/Animal
37795024,11415.0,Food Establishment,Letter Grading
37795206,11230.0,Food Poisoning,1 or 2
37795493,11355.0,Food Poisoning,1 or 2
37795596,10465.0,Food Establishment,Toxic Chemical/Material
37795650,10467.0,Food Establishment,Pet/Animal
37795651,10017.0,Food Establishment,Rodents/Insects/Garbage
37796556,11216.0,Food Establishment,Bare Hands in Contact w/ Food
37796626,10012.0,Food Poisoning,1 or 2
37796682,11214.0,Food Establishment,Rodents/Insects/Garbage
37797249,11375.0,Calorie Labeling,Failure to Post Calorie Information
37797475,10036.0,Food Poisoning,3 or More
37797831,11372.0,Food Establishment,Toilet Facility
37797900,10034.0,Food Establishment,Rodents/Insects/Garbage
37798068,11433.0,Food Establishment,Food Spoiled
37798136,10024.0,Food Establishment,Rodents/Insects/Garbage
37798172,10014.0,Food Establishment,Permit/License/Certificate
37798195,10029.0,Food Establishment,Rodents/Insects/Garbage
37798197,11433.0,Food Establishment,Food Temperature
37798419,11237.0,Food Poisoning,1 or 2
37798666,11214.0,Food Establishment,Rodents/Insects/Garbage
37799837,10003.0,Food Poisoning,1 or 2
37799864,11103.0,Food Establishment,Rodents/Insects/Garbage
37800348,10011.0,Food Establishment,Pet/Animal
37800407,10010.0,Food Establishment,Dishwashing/Utensils
37800750,10011.0,Food Poisoning,1 or 2
37801012,10018.0,Food Establishment,Food Spoiled
37801068,10014.0,Food Poisoning,3 or More
37801352,10455.0,Food Poisoning,1 or 2
37801558,11208.0,Food Establishment,Food Contaminated
37801814,11226.0,Food Establishment,No Permit or License
37802746,10011.0,Food Establishment,Odor
37803192,10018.0,Food Establishment,Food Preparation Location
37803368,10451.0,Food Establishment,Rodents/Insects/Garbage
37805219,10011.0,Food Establishment,Food Temperature
37806124,10025.0,Food Establishment,Pet/Animal
37806364,10466.0,Food Poisoning,3 or More
37806656,10016.0,Food Establishment,Food Contaminated
37806731,10003.0,Food Establishment,Food Worker Activity
37806796,11226.0,Food Establishment,Food Contaminated
37806967,10007.0,Food Establishment,Pet/Animal
37806969,10452.0,Food Establishment,Rodents/Insects/Garbage
37807704,10003.0,Food Establishment,Food Spoiled
37807914,10005.0,Food Establishment,Pet/Animal
37808386,11422.0,Food Establishment,Toilet Facility
37808733,10281.0,Food Establishment,Rodents/Insects/Garbage
37808977,10022.0,Food Establishment,Handwashing
37808992,10012.0,Food Poisoning,1 or 2
37808998,11377.0,Food Establishment,Food Worker Hygiene
37809387,11433.0,Food Establishment,Food Spoiled
37809598,10024.0,Food Establishment,Pet/Animal
37809752,10003.0,Food Poisoning,1 or 2
37809760,11358.0,Food Poisoning,1 or 2
37810408,10472.0,Food Establishment,Rodents/Insects/Garbage
37811347,10028.0,Food Establishment,Bare Hands in Contact w/ Food
37811369,11433.0,Food Establishment,Food Worker Hygiene
37811902,11209.0,Smoking,Smoking Violation
37812013,10065.0,Food Establishment,Rodents/Insects/Garbage
37812073,11433.0,Food Establishment,Bare Hands in Contact w/ Food
37813820,10003.0,Food Establishment,Rodents/Insects/Garbage
37813821,11101.0,Food Establishment,Rodents/Insects/Garbage
37814401,11103.0,Food Establishment,Rodents/Insects/Garbage
37814457,10305.0,Smoking,Smoking Violation
37814676,10009.0,Food Establishment,Rodents/Insects/Garbage
37814999,10029.0,Food Poisoning,1 or 2
37815241,10038.0,Food Establishment,Rodents/Insects/Garbage
37815268,10036.0,Food Poisoning,1 or 2
37815272,10452.0,Food Establishment,Food Worker Hygiene
37815737,10016.0,Food Establishment,Food Spoiled
37815763,11220.0,Food Establishment,Rodents/Insects/Garbage
37816269,10019.0,Food Poisoning,3 or More
37816576,11354.0,Food Establishment,Bare Hands in Contact w/ Food
37817331,11362.0,Food Establishment,Rodents/Insects/Garbage
37817332,10012.0,Food Establishment,Rodents/Insects/Garbage
37817334,11201.0,Food Establishment,Rodents/Insects/Garbage
37817675,10012.0,Food Establishment,Food Worker Activity
37817706,11223.0,Food Poisoning,3 or More
37817955,10034.0,Food Establishment,Toilet Facility
37818145,10019.0,Food Establishment,Letter Grading
37818292,11238.0,Food Establishment,Toxic Chemical/Material
37818342,11367.0,Food Establishment,Food Temperature
37818412,10014.0,Food Establishment,Food Contains Foreign Object
37818977,10452.0,Food Establishment,Food Spoiled
37819324,10006.0,Food Establishment,Kitchen/Food Prep Area
37819435,10022.0,Food Establishment,Rodents/Insects/Garbage
37819655,11377.0,Food Establishment,Food Worker Hygiene
37820000,11421.0,Food Establishment,Food Contaminated
37820124,10026.0,Food Establishment,Rodents/Insects/Garbage
37820165,10451.0,Food Establishment,Kitchen/Food Prep Area
37820792,10454.0,Food Establishment,Food Spoiled
37820923,10036.0,Food Establishment,Rodents/Insects/Garbage
37821120,10466.0,Food Establishment,Food Contains Foreign Object
37821935,10013.0,Food Poisoning,1 or 2
37822181,11208.0,Food Poisoning,1 or 2
37822589,11357.0,Food Establishment,Rodents/Insects/Garbage
37822811,10023.0,Food Establishment,Rodents/Insects/Garbage
37823022,10312.0,Food Establishment,Letter Grading
37823111,10461.0,Food Establishment,Food Worker Hygiene
37825098,10463.0,Food Establishment,Rodents/Insects/Garbage
37825126,11214.0,Food Establishment,Rodents/Insects/Garbage
37825133,10467.0,Food Establishment,Rodents/Insects/Garbage
37825136,10029.0,Food Establishment,Rodents/Insects/Garbage
37825321,10019.0,Food Establishment,Rodents/Insects/Garbage
37825497,10033.0,Food Establishment,No Permit or License
37825725,10003.0,Food Establishment,Food Spoiled
37826011,11385.0,Food Establishment,Food Contaminated
37826079,10003.0,Food Establishment,Pet/Animal
37826360,10463.0,Food Establishment,No Permit or License
37827034,10025.0,Food Establishment,Rodents/Insects/Garbage
37827323,10001.0,Food Poisoning,1 or 2
37827332,10467.0,Food Establishment,Kitchen/Food Prep Area
37827376,10009.0,Food Establishment,Food Protection
37827935,10463.0,Food Establishment,Rodents/Insects/Garbage
37827936,10003.0,Food Establishment,Rodents/Insects/Garbage
37828934,11369.0,Food Establishment,Food Contaminated
37829038,10454.0,Food Establishment,Bare Hands in Contact w/ Food
37829137,10466.0,Food Establishment,Bare Hands in Contact w/ Food
37829143,11211.0,Food Establishment,Food Protection
37829898,10463.0,Food Establishment,No Permit or License
37829910,10024.0,Food Poisoning,3 or More
37829985,11373.0,Food Establishment,Food Contains Foreign Object
37830055,10112.0,Food Poisoning,1 or 2
37830166,11233.0,Food Establishment,Food Protection
37830389,10016.0,Food Establishment,Food Contaminated
37830489,11372.0,Food Establishment,Pet/Animal
37830555,11201.0,Food Establishment,Letter Grading
37830817,10461.0,Food Establishment,Dishwashing/Utensils
37830902,10011.0,Food Establishment,Rodents/Insects/Garbage
37830950,11430.0,Food Establishment,Dishwashing/Utensils
37831000,11419.0,Food Establishment,Rodents/Insects/Garbage
37831001,10463.0,Food Establishment,Rodents/Insects/Garbage
37831349,10471.0,Food Establishment,Allergy Information
37831535,10463.0,Food Establishment,No Permit or License
37831781,11218.0,Food Establishment,Rodents/Insects/Garbage
37831804,11225.0,Food Establishment,Food Spoiled
37831808,11233.0,Food Establishment,Rodents/Insects/Garbage
37831863,11374.0,Food Establishment,Toilet Facility
37768749,11238.0,Food Poisoning,1 or 2
37769073,10025.0,Food Establishment,Pet/Animal
37770980,10019.0,Food Establishment,Pet/Animal
37771113,10010.0,Food Establishment,Rodents/Insects/Garbage
37771117,10460.0,Food Establishment,Rodents/Insects/Garbage
37771213,10306.0,Food Establishment,Food Contaminated
37771324,10314.0,Food Establishment,Food Protection
37771348,11203.0,Food Establishment,Odor
37771510,11433.0,Food Establishment,Food Spoiled
37771529,10458.0,Food Establishment,Rodents/Insects/Garbage
37771647,10463.0,Food Establishment,No Permit or License
37771714,11238.0,Food Establishment,Kitchen/Food Prep Area
37771731,11354.0,Food Establishment,Bare Hands in Contact w/ Food
37771734,10016.0,Food Establishment,Food Worker Hygiene
37771848,10002.0,Food Poisoning,3 or More
37772105,11354.0,Food Establishment,Rodents/Insects/Garbage
37772200,11433.0,Food Establishment,Food Temperature
37772638,10018.0,Food Establishment,Odor
37772772,10036.0,Food Poisoning,3 or More
37772774,10036.0,Food Poisoning,3 or More
37773075,11432.0,Food Establishment,Kitchen/Food Prep Area
37773135,10458.0,Food Establishment,Rodents/Insects/Garbage
37773595,10463.0,Food Establishment,Rodents/Insects/Garbage
37773623,10036.0,Food Poisoning,3 or More
37773809,10009.0,Food Establishment,Pet/Animal
37774020,11428.0,Food Poisoning,3 or More
37774037,11223.0,Food Establishment,Rodents/Insects/Garbage
37774041,11215.0,Food Establishment,Rodents/Insects/Garbage
37774092,11239.0,Food Establishment,Rodents/Insects/Garbage
37774309,11238.0,Food Poisoning,1 or 2
37774348,10027.0,Food Establishment,Food Spoiled
37774529,11354.0,Food Establishment,Food Contains Foreign Object
37774537,10469.0,Food Establishment,Food Spoiled
37774650,10019.0,Food Poisoning,1 or 2
37774750,11201.0,Food Establishment,Pet/Animal
37774792,11223.0,Food Establishment,Kitchen/Food Prep Area
37774924,10463.0,Food Establishment,No Permit or License
37774930,11368.0,Food Establishment,Rodents/Insects/Garbage
37774954,11374.0,Food Establishment,Bare Hands in Contact w/ Food
37774967,11419.0,Food Establishment,Food Protection
37775263,10019.0,Food Establishment,Permit/License/Certificate
37775272,11238.0,Food Establishment,Rodents/Insects/Garbage
37775660,11418.0,Food Establishment,Food Worker Hygiene
37777470,11415.0,Food Establishment,Bare Hands in Contact w/ Food
37777497,10012.0,Food Establishment,Food Contaminated
37778115,10011.0,Food Establishment,Toilet Facility
37778156,10019.0,Food Establishment,Bare Hands in Contact w/ Food
37778967,10034.0,Food Establishment,Rodents/Insects/Garbage
37779632,10036.0,Food Poisoning,1 or 2
37779674,10038.0,Food Establishment,Rodents/Insects/Garbage
37780020,10036.0,Food Poisoning,3 or More
37780988,10462.0,Food Establishment,Bare Hands in Contact w/ Food
37781084,10460.0,Food Establishment,Rodents/Insects/Garbage
37835364,10039.0,Food Establishment,Toilet Facility
37835775,10036.0,Food Establishment,Food Preparation Location
37836403,10033.0,Food Poisoning,1 or 2
37837185,10303.0,Food Establishment,Bare Hands in Contact w/ Food
37837255,11207.0,Food Poisoning,1 or 2
37837467,11237.0,Food Establishment,Ventilation
37837871,11354.0,Food Establishment,Toilet Facility
37838043,10024.0,Food Establishment,Dishwashing/Utensils
37838087,10022.0,Food Establishment,Rodents/Insects/Garbage
37838289,11220.0,Food Poisoning,3 or More
37838313,10001.0,Food Establishment,Letter Grading
37838336,10314.0,Food Establishment,Food Contains Foreign Object
37838350,10454.0,Food Establishment,Food Spoiled
37838352,10475.0,Food Establishment,Food Contains Foreign Object
37839174,11385.0,Smoking,Smoking Violation
37839613,11225.0,Food Establishment,Food Contaminated
37839701,11412.0,Food Establishment,Rodents/Insects/Garbage
37839746,10016.0,Food Establishment,Rodents/Insects/Garbage
37840577,11354.0,Food Establishment,Letter Grading
37841339,10472.0,Food Establishment,Food Contaminated
37841578,10309.0,Food Establishment,Kitchen/Food Prep Area
37842191,10119.0,Food Establishment,Toxic Chemical/Material
37842239,10002.0,Food Establishment,Bare Hands in Contact w/ Food
37842755,10024.0,Food Establishment,Pet/Animal
37842774,10021.0,Food Establishment,Rodents/Insects/Garbage
37842787,11215.0,Food Establishment,Rodents/Insects/Garbage
