tz,population,male,female,age_under_14,age_15_29,age_30_54,age_55_over,white,black,asian,others,two_or_more,less_high_school,high_school,college,bachelor,graduate,median_income_households,median_income_families,median_income_nonfamily,mean_income_households,mean_income_families,mean_income_nonfamily,percent_below_poverty,unemployment_rate,percent_uninsured,mean_price_per_sqft,median_price_per_sqft,citibike_spatial,mobile-device_spatial,sr311_spatial,subway_spatial,taxi_spatial,twitter_spatial
171,52659,24719,27940,14.12409797,17.68578114,36.69372615,31.49639474,30.18287472,2.050931465,56.53734404,7.932167341,3.296682428,21.20038281,26.77391423,26.42984095,16.59754819,8.998313813,54594.45295,62446.71491,34486.30072,72305.64934,80545.16671,48564.14598,16.93355742,6.017161359,20.53388784,520.1971719,510.3359173,0,520756,831,0,39349,233
172,21358,10367,10991,17.54562422,18.08188675,35.53697351,28.83551552,86.5998689,1.151793239,7.407060586,3.46474389,1.376533383,9.117524049,33.24371154,27.63936189,19.78251777,10.21688475,78053.2532,96860.15499,31837.51891,92357.37862,105564.1837,53597.17861,9.228865062,5.26366701,6.392335425,334.2582997,323.9503997,0,127795,453,0,7692,122
173,54677,29987,24690,24.11382597,25.40887772,37.85998348,12.61731283,38.96885345,6.157982333,8.017996598,44.13921759,2.715950034,44.66656646,32.04318854,16.23578336,5.22070244,1.833759206,46790.96781,43278.65392,28045.75062,60921.11808,56171.5525,42567.18054,22.64902427,6.491429669,37.00245441,371.2909511,363.5409678,0,729475,989,1238832.5,57203,154
174,42666,20525,22141,24.22786368,21.11154572,35.87687884,18.78371177,22.19800309,18.4995078,11.29705152,43.77959031,4.225847279,30.02740609,28.54102853,22.08286313,13.70304691,5.645655328,32009.18673,34473.94291,27106.9054,45403.04487,47785.24776,34917.84284,33.02040032,14.51493461,13.39426241,186.1964967,172.5941423,0,422967,1011,1917321,58701,754
175,28669,14015,14654,16.71647404,14.53951569,36.65358284,32.09042744,45.00331368,3.50552862,46.59039381,1.99169835,2.909065541,9.881197668,20.96357021,25.3737232,25.6805927,18.10091622,70631.58266,86456.50593,45549.37986,95781.19419,111601.4911,58643.10321,8.760528794,5.663061146,7.344616136,558.1180909,553.3581936,0,423110,362,0,15276,65
176,20618,9333,11285,15.16752812,18.51097981,30.25298976,36.06850231,92.97216025,2.890678048,2.172858667,1.183431953,0.780871084,8.275411394,34.37889859,27.81441217,17.32905602,12.20222183,74853.5698,101014.9555,28786.96259,94893.57055,116185.8713,40458.49362,7.16481715,6.510311378,3.9166505,346.6712087,337.6893939,0,100902,379,0,4736,109
177,34025,15457,18568,23.59988664,23.13174784,33.83041778,19.43794774,6.092578986,77.60176341,1.972079353,12.76414401,1.56943424,24.74147056,31.51209185,25.8977282,13.6552398,4.193469587,36843.28578,41040.34657,27695.96616,50287.9615,56654.51537,36733.1366,29.26201323,10.36193681,11.73836885,349.8731824,307.3770492,0,506479,1033,1241280,93401,256
178,21253,10518,10735,27.14769711,21.39355442,25.94333148,25.51541699,84.67980991,1.077494942,5.09104597,7.467181104,1.684468075,12.92659145,25.79050007,25.01044714,21.65343363,14.61902772,54549.19116,66472.73871,26039.79462,89511.9656,107612.3854,43213.72034,18.86483791,6.230786242,8.297802663,555.5130533,558.2423282,0,138105,276,127608,19541,9
179,28110,13917,14193,13.63109115,26.17309731,40.0847956,20.11101594,52.26965493,12.54002134,17.54180007,14.90928495,2.739238705,18.34705807,20.85591159,19.92149166,28.89021632,11.98532235,55254.91162,52931.10126,56399.34219,75983.61072,81456.04659,68920.10248,20.08403059,8.45527926,14.61543223,487.6769423,474.8568702,0,193585,671,0,104544,867
180,23415,11419,11996,19.27478544,22.09014548,35.80054432,22.83452476,43.91629297,6.559897502,23.76254538,20.35020286,5.411061286,20.73177503,30.71456332,27.59424796,13.96368886,6.995724835,69328.44248,73231.75072,39568.69051,82307.58412,86156.99427,50105.54526,15.58188768,10.18039718,9.959427717,344.0021223,346.2476548,0,134449,606,2082393.5,25291,448
181,67630,32361,35269,17.96809526,18.14529534,44.91885904,18.96775036,75.23732072,5.256542954,7.144758243,6.511903002,5.849475085,6.085635973,7.382028298,11.486036,36.68419883,38.3621009,118533.6346,153568.7655,84559.301,165786.9185,209391.8691,107229.8338,6.943394943,4.568642614,5.214472867,669.8759843,722.2222222,60178,258482,1618,868414,360040,393
182,30826,14527,16299,18.25870462,19.36059616,37.2939286,25.08677062,12.7846623,44.15752936,15.58749108,22.33828586,5.132031402,18.51200458,26.12785799,31.05648493,16.27878441,8.024868093,49601.11073,56669.36167,40196.05647,57578.4102,63737.34729,46410.62751,17.34108545,12.06005645,8.859624992,287.0738404,246.0641612,0,216296,254,0,35836,419
183,14039,6399,7640,15.18796508,18.92784426,36.88690067,28.99728999,51.54213263,7.101645416,6.147161479,31.24866443,3.96039604,18.37569638,28.07277159,29.96169916,16.0428273,7.547005571,53119.79852,71871.11685,35396.90261,65205.59909,81378.05931,44169.2847,15.39288411,6.980796353,8.257539711,268.36393,269.0033717,0,37091,272,488468,15861,212
184,124,78,46,25.03058399,28.16705299,27.42257421,19.37978881,20.96774194,49.19354839,2.419354839,11.29032258,16.12903226,21.17647059,30.58823529,38.82352941,0,9.411764706,25945.94595,25945.94595,,187140.9189,179467.4054,,6.470967742,23.79032258,0,,,0,131562,20,0,6815,287
185,29947,13810,16137,17.45090796,22.48247882,36.53865299,23.52796023,39.87711624,15.5174141,9.583597689,31.79283401,3.229037967,18.18718879,26.29335809,26.3650941,17.14912651,12.00523251,56518.23329,69173.74511,38452.02388,70923.91868,84811.98117,44629.73922,15.58491335,10.2875647,11.39786957,338.6631347,326.7973856,0,254835,615,1430495.5,45928,743
186,4521,2095,2426,6.40402451,40.42163406,38.63429964,14.54004179,69.8296837,4.379562044,23.29130723,0.243309002,2.256138023,1.8213143,13.11838543,24.71080482,31.38075314,28.96874231,152912.2216,167331.8087,140722.0717,216289.7341,265487.8464,192388.3043,14.9902234,7.905507631,5.373390843,,,51247,316985,194,5217390,769260,2693
187,19141,9770,9371,18.57933247,25.20505361,31.58430044,24.63131348,64.33310694,16.10156209,7.079044982,8.562771015,3.923514968,13.29630621,36.51632762,29.79791221,13.28961456,7.0998394,63238.18585,78340.4221,29811.70335,76263.49733,88373.68271,41151.25754,20.75288647,4.562426206,11.35433363,265.4603308,243.902439,0,439013,480,0,9016,95
188,69363,31044,38319,18.42249317,22.33719864,33.07589313,26.16441505,16.50880152,73.24798524,2.217320473,5.600968816,2.424923951,16.36336818,29.77672069,27.74489739,16.84458949,9.270424249,45619.32411,53724.34941,33738.53695,62975.21553,71738.84007,47778.37645,21.91762755,10.98014071,11.85538111,431.609811,394.0608191,0,566916,1969,1384260,189184,225
189,20493,9973,10520,14.34078246,18.30676444,46.43612813,20.91632497,55.25301322,27.58502903,7.324452252,3.196213341,6.641292149,7.613120856,12.01000349,14.67372339,32.81377225,32.88938002,87767.85157,109542.241,75167.16647,117342.7065,146970.9429,91271.47065,11.32849266,5.557492802,8.182052408,610.2995075,606.3829787,6525,125053,687,918979,116398,92
190,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13163,67078,66,367295,33251,281
191,54732,26092,28640,15.20580312,21.36738346,35.85133691,27.57547651,12.39311554,49.66381641,16.95717313,14.12701893,6.858875977,15.39659258,30.90150062,34.08778066,13.83053142,5.78359472,70794.39117,76402.7034,30879.60459,81962.48809,87442.28029,44911.69142,10.75021742,11.50551962,10.24938427,303.3126997,308.2191781,0,347505,1007,0,38990,334
192,21460,10667,10793,15.13125235,22.22146015,33.73295862,28.91432888,20.18173346,1.719478099,66.16029823,9.72972973,2.208760485,28.33936054,28.24177717,21.03782791,14.31605534,8.064979048,55535.40817,58950.08263,38309.07326,69946.98165,70322.97919,56495.83254,14.19229264,7.400666356,20.12058714,586.9340242,589.2255892,0,344988,475,0,24865,52
193,12039,5487,6552,18.0020147,23.55432534,33.42860533,25.01505464,28.80637927,33.94800233,10.18357006,21.02334081,6.038707534,29.91587802,32.17665615,24.00630915,10.64143007,3.259726604,22612.49239,25780.61122,12723.92417,36216.26424,42082.65305,25738.27104,39.31505108,20.53896503,10.27534679,476.0156972,434.5238095,1127,170784,246,618571.5,35566,233
194,1742,1540,202,0.300601202,12.6252505,52.40480962,34.66933868,36.33754305,54.76463835,2.927669346,4.592422503,1.377726751,51.23776626,29.07311457,13.75935521,4.087507196,1.842256765,,,,,,,89.7,46.2,12.6,,,0,76458,8,0,15682,1434
195,11102,4788,6314,20.21010927,22.67171842,35.18862144,21.92955086,30.8142677,37.07440101,3.79210953,22.62655377,5.692667988,32.82424812,26.29229323,18.73825188,14.34445489,7.80075188,35065.02341,37805.15532,31568.84113,49669.58235,57278.15012,38952.55767,37.22043776,22.24428932,10.91162854,541.9330413,552.6079513,14749,104792,373,0,72594,152
196,28106,13170,14936,13.1713027,16.47685135,34.76742999,35.58441596,56.01650893,3.910197111,32.26001566,5.038070163,2.775208141,10.78195552,21.3360341,20.95201924,29.38768621,17.54230493,57597.87675,74590.16434,42513.9956,74753.25228,90844.30354,52743.14953,13.61482957,5.732267132,10.80486373,519.7971921,521.4994487,0,361262,456,1645308,61770,305
197,68275,34282,33993,18.85450517,24.59267193,35.5549664,20.9978565,28.02636397,8.320761626,31.21201025,26.68180154,5.759062614,25.7133042,30.2307384,24.17504819,14.80428269,5.076626524,60880.10313,60509.60489,34015.5878,75505.84073,76299.38631,51104.30897,17.32110143,8.614715489,15.8413885,300.0559671,300.960334,0,535154,2121,317846,66552,302
198,72964,35907,37057,19.5423416,23.75601488,37.19964027,19.50200325,80.04495368,2.436818157,8.010799846,7.479030755,2.028397566,19.32717795,31.49205671,25.95577378,16.41315757,6.811833983,57192.64237,58779.99244,34420.4508,69489.1172,71704.40291,54570.83887,16.81026397,6.387676114,18.40084151,363.4589752,352.5641026,0,494746,1677,562946,144798,904
199,7503,6994,509,0,45.05494505,48.65134865,6.293706294,12.43502599,62.60162602,1.799280288,21.67133147,1.492736239,62.05085683,24.82034273,12.07849641,0.483692648,0.566611388,,,,,,,0,0,0,,,0,3971,1,0,6,14
200,27145,12758,14387,16.84317754,18.68639062,29.97170156,34.49873029,72.30429177,7.927795174,6.66421072,10.30760729,2.796095045,7.241630277,16.83042213,23.8036754,23.98562591,28.13864629,83727.5701,104857.0083,60263.84119,114399.7449,145395.6963,75685.06491,10.83652606,7.287021551,4.159845275,416.2413239,401.1206974,0,117722,382,0,35753,277
201,22001,11358,10643,17.13538049,14.56139713,33.13168603,35.17153635,80.8781419,8.895050225,2.963501659,6.372437616,0.890868597,11.57388635,21.34623183,30.01216475,21.83282164,15.23489544,81906.6817,102876.8882,50662.31024,101386.4446,125539.5571,65689.08355,7.086314258,6.847688741,6.758406436,375.999761,371.1426188,0,105573,747,257330.5,13197,190
202,11731,5408,6323,10.07138035,20.40519432,38.95557312,30.56785222,53.14124968,14.57676242,25.86309778,2.17372773,4.24516239,10.51861961,14.05732112,11.58120491,28.51433028,35.32852408,86806.75992,116938.9664,64763.24046,116563.9858,140583.2607,92557.45274,14.8546245,6.041820817,8.262731225,,,0,78411,25,374266,19750,306
203,27462,12398,15064,18.39182337,22.81212065,34.90565911,23.89039687,6.99512053,86.48678173,1.66411769,2.47614886,2.377831185,12.35690394,26.70655297,36.14735949,16.43190277,8.357280822,87691.69353,92928.17672,35309.14954,96901.67069,100974.2065,54551.97929,8.036068021,6.446544316,7.583577307,298.752626,292.6402388,0,249110,460,0,26684,138
204,21397,10470,10927,19.2249708,16.9575188,35.05111176,28.76639864,91.59227929,0.542132075,4.617469739,2.19189606,1.056222835,6.939587604,29.29579163,32.44302424,18.72663692,12.5949596,90627.49401,101329.5405,48724.44063,110150.3157,115741.78,72926.16206,11.43503295,4.049721924,3.236435014,318.731801,321.5214368,0,29391,382,0,3307,65
205,54626,25068,29558,19.01022727,21.48138394,33.13510774,26.37328105,2.269981328,89.53611833,1.532237396,3.725332259,2.936330685,12.20127583,31.3339046,35.59221175,13.60325621,7.269351614,71891.86231,79376.04277,37884.82607,83968.82439,89596.94978,52593.5341,9.551232014,11.16936807,9.684772819,282.3812177,277.7777778,0,376657,1219,0,54739,365
206,33175,15887,17288,23.07215563,20.14775642,34.05191865,22.7281693,41.06103994,39.61718161,5.80256217,7.918613414,5.600602864,15.94383,29.24071082,28.59036494,16.79300775,9.432086492,50630.83386,62851.88668,34345.86757,67064.12746,75648.85182,44879.29287,26.70530821,7.244313489,9.018417483,236.1713462,221.1283854,0,192711,917,704940,26510,303
207,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,18443,6,0,1286,1
208,47580,23187,24393,17.32623644,20.77307341,33.57848681,28.32220334,55.02101723,12.22362337,3.587641866,25.5653636,3.60235393,16.14952875,30.22344594,31.00444774,14.10039182,8.522185746,68879.8713,83223.5712,36379.75892,83833.85375,98285.55122,47907.40027,13.46000631,8.689161412,8.265300546,307.8843262,302.6372818,0,336985,966,0,41425,872
209,6777,3070,3707,6.619859579,20.96288867,37.31193581,35.10531595,64.11391471,5.592445035,25.36520584,2.50848458,2.41994983,8.155186065,11.74980206,18.47980998,31.86064925,29.75455265,85426,95982,63614,133918,134197,133000,11.1,5,2.6,,,9531,66580,113,0,101008,114
210,55678,26343,29335,15.85898796,17.9767358,33.19988837,32.96438787,66.90613887,8.171988936,19.56966845,3.997988433,1.354215309,14.69365986,25.16944821,24.00720016,23.70719349,12.42249828,54367.8718,66852.67872,31426.95445,68661.45627,80809.84437,39934.01384,16.54839613,10.28019864,6.966708574,451.0488742,434.2431762,0,303388,1029,1441846,65364,28
211,6839,3540,3299,11.45777594,25.95068182,38.23991074,24.3516315,85.8458839,1.754642492,8.393039918,0.906565287,3.099868402,1.713134028,10.2955996,9.237487403,47.27914007,31.4746389,108266.0991,131572.2243,102507.2907,185715.6762,284479.736,140038.1964,8.031656675,4.299532095,4.799064191,,,28136,106749,228,824462,317020,1707
212,37866,18500,19366,23.1255623,24.4054181,32.76939078,19.69962882,15.31717108,28.07531823,6.594306238,44.18739767,5.825806792,37.17408046,24.80105614,27.28006161,7.954087059,2.790714731,30736.81108,31929.44886,15585.94341,43344.82073,46647.48684,29015.41841,35.06662441,14.22757091,16.70374214,210.1202981,202.617138,0,370883,957,1133582,32841,197
213,56675,25300,31375,19.92389358,23.53288137,31.5880385,24.95518656,35.14953683,40.67048963,1.981473313,18.97132775,3.227172475,26.07452521,29.50324275,30.10297775,10.43957321,3.879681071,38777.171,44399.71516,23759.32969,50455.02566,55142.47635,33737.78681,30.13547949,12.82362064,8.492554036,224.0194783,216.4432105,0,443799,859,0,64968,310
214,24927,11772,13155,15.72725203,20.42370027,34.75524888,29.09379881,80.05776868,5.062783327,8.877923537,4.176194488,1.825329963,14.14081146,33.39797136,27.48110581,15.3540175,9.626093874,66253.4274,82852.47556,32878.24264,78778.70471,90869.30213,46170.80605,13.68360011,5.920937136,6.570156858,355.2590548,344.8784157,0,71136,418,0,11098,305
215,41606,19779,21827,21.30051077,23.5293069,33.78649745,21.38368488,3.38172379,67.17060039,6.684132096,19.30731145,3.456232274,20.56534341,35.16462044,29.55677858,10.44712932,4.266128244,49766.8153,56355.11641,28035.79715,63738.18445,68742.76207,40550.30555,18.48528818,17.96149834,15.04115272,276.5856741,271.6258987,0,239099,1204,0,43142,378
216,85411,42136,43275,17.489696,23.09921385,36.26923131,23.14185884,15.08236644,23.13285174,26.2237885,28.65438878,6.906604536,24.46080774,31.99456327,26.40697813,13.58435894,3.553291911,63559.77403,66069.60567,38505.11882,79339.29681,81510.87088,47355.08987,14.24506094,10.95173104,13.13956282,335.8188129,334.5773916,0,920834,2432,449964,88665,381
217,33767,17336,16431,42.28651804,23.31069088,18.42226282,15.98052826,91.28735156,4.338555394,0.337607724,3.358308408,0.678176918,28.93299966,40.53577522,23.3136162,4.52166989,2.695939029,22937.8012,25456.06427,14614.38021,43747.92279,46244.54698,26134.18676,53.48219563,4.350889922,3.877969615,436.3747732,471.3114754,2918,123899,207,0,31241,8
218,27577,11179,16398,17.7538075,19.40693465,35.3903882,27.44886965,1.678935345,92.93976865,2.19748341,2.172099938,1.011712659,12.85051068,29.97678737,33.76044568,16.88022284,6.532033426,56011.27083,67327.24218,36122.27829,64767.18339,76167.65431,42266.66761,8.81615114,7.938626392,7.043590673,311.0330626,293.9298246,0,242226,400,0,27775,202
219,21900,9385,12515,20.17486306,24.10905842,32.76047229,22.95560623,4.538812785,88.70776256,1.246575342,3.347031963,2.159817352,14.3547024,28.57056622,34.93299529,14.60219727,7.539538814,75700.828,80281.59348,44105.02646,87089.37058,91119.48267,55800.31934,12.54548402,10.45992694,8.315794521,313.5524581,297.2312704,0,325639,548,0,28574,114
220,31508,14792,16716,17.36118177,16.82185088,34.46595825,31.3510091,56.51580551,11.5018408,5.319283991,21.29935255,5.363717151,12.58212618,18.57041083,21.66943719,25.1484208,22.029605,73906.85628,87846.48328,46325.66508,94680.81315,115834.1351,63992.24682,12.38521963,5.989758157,7.209013584,393.5730119,381.1316581,0,203200,446,464316,65982,555
221,26247,12912,13335,19.64010367,21.59042416,33.41378605,25.35568611,54.04046177,21.30910199,8.766716196,11.49083705,4.392882996,20.39196229,31.02952121,23.95931531,15.85214587,8.767055321,54213.10937,65311.8687,31435.27296,70987.21681,80337.7022,50033.62624,22.78456586,6.645852859,12.20042672,271.6040956,265.3174603,0,254817,729,25510.5,14184,254
222,12388,4869,7519,14.7936099,16.60624314,27.34045861,41.25968836,30.84436552,59.6383597,2.631578947,4.472069745,2.41362609,24.43243243,32.22604423,25.45454545,10.84029484,7.046683047,24285.74532,33615.85176,16780.44417,35485.97253,44828.91709,25763.38834,31.06587827,10.37475783,5.688755247,,,0,179168,135,0,21271,64
223,48179,23909,24270,12.57192039,23.65057173,40.69192731,23.08558057,76.02897528,2.029930053,12.65281554,6.654351481,2.633927645,13.26411516,20.24996353,21.0839858,30.87584496,14.52609055,63233.5967,74019.12509,54054.10523,86460.47061,99046.14435,68954.22021,10.40954565,6.380242429,10.79729758,529.1992163,542.0313382,0,410012,1041,2048170.5,180955,568
224,21462,8570,12892,8.799460417,29.71455792,29.53701795,31.94896371,79.71298108,3.392041748,11.4434815,2.478799739,2.972695928,1.252468558,4.391435402,15.20631951,43.05165783,36.0981187,97487.83111,124610.411,84232.88696,115504.3712,145709.7609,96761.0553,10.67794707,2.650535831,4.865087131,,,46112,57239,49,0,145879,32
225,67371,31122,36249,18.44011802,26.01879297,33.78834375,21.75274526,15.35675587,70.66541984,3.418384765,7.362218165,3.197221356,20.07814445,28.7449005,25.71105706,17.44843041,8.017467583,42619.48619,49237.56055,30279.31486,60491.07051,68038.74182,47290.47792,28.66935625,13.46861261,10.48189726,497.1763783,488.5057471,12384,373243,1761,410674.5,250650,712
226,52392,26238,26154,14.36182124,19.75389697,44.28935786,21.59492394,61.76515499,2.509925179,23.67727897,9.136891128,2.910749733,19.42289151,24.26426702,21.86079611,24.67058445,9.781460906,58764.49173,60993.93229,53172.88405,72941.75991,77999.11734,63318.89583,15.09408879,4.836089479,19.3985284,529.6909308,486.3686364,1511,761378,1121,3343158,190472,1106
227,71850,36321,35529,22.88830136,22.59899298,36.8618882,17.65081745,23.00208768,1.827418232,52.88796103,20.15309673,2.129436326,50.63801715,20.32419188,14.18339459,10.51738762,4.337008764,39013.41726,35211.51848,28156.27226,51842.17271,47790.16321,48634.99733,35.63003201,8.061728601,17.3683897,511.2019084,526.5957447,0,790597,1356,1852309,48673,178
228,57377,30420,26957,19.64865206,24.89761606,38.33733374,17.11639814,35.65365913,4.395489482,14.81081269,41.09834951,4.041689179,36.60479244,23.0802115,17.56553043,14.52581843,8.223647204,48959.35526,47386.51482,38308.4487,66975.85019,64791.09399,58249.98504,28.61033689,8.577557209,20.98458964,516.8295931,501.0559098,845,512057,1354,1871442,105886,3653
229,27517,12314,15203,7.462107641,19.07459827,32.7969296,40.66636448,86.07406331,1.748010321,10.29908784,0.51241051,1.366428026,1.790382635,5.371147905,14.56072249,40.46977739,37.80796958,128237.9647,237467.4863,85708.52975,233970.3157,395099.4667,143040.7841,4.437216993,4.063179126,2.262979249,,,26833,192473,259,5378523,521070,666
230,6322,3627,2695,4.089578995,27.21954212,39.82436403,28.86651486,63.27111674,9.11104081,21.84435305,3.511546979,2.261942423,8.930047958,11.41061683,8.863899454,39.04415413,31.75128163,94970.67545,161654.7203,81594.127,129355.4476,219236.1582,106318.0335,18.59976273,5.449620373,4.773204682,,,36131,598644,388,26463958,923700,11945
231,19894,9789,10105,18.16254693,18.36239987,43.69066724,19.78438596,77.6113401,3.845380517,12.14436514,1.000301598,5.398612647,4.183518706,5.460060667,15.12259858,40.05308392,35.18073812,204531.6258,248089.4065,125608.3218,367370.1589,474321.4889,253771.4981,5.052387655,3.483200965,2.135457927,,,108779,379927,716,10703978,638570,9225
232,45218,20421,24797,12.64625432,19.30217171,34.05156596,34.000008,33.28541731,11.63032421,30.95006413,19.98319253,4.151001813,27.81734395,22.83462505,19.14537076,20.04084625,10.16181399,34011.99929,47899.54938,26695.96094,57742.26151,63288.61164,49803.88877,29.32336238,10.15680702,6.685680481,,,48496,666771,504,1674085,190793,122
233,17428,8433,8995,7.962381037,25.98131244,38.98212095,27.07418557,71.60890521,2.289419325,22.99747533,0.504934588,2.59926555,2.107448415,5.089330649,10.14720684,47.71011575,34.94589834,116117.1383,177965.2833,89657.79213,162238.8985,240212.5005,124082.1799,6.030594446,2.019646546,5.492770255,,,34855,233512,227,0,474980,1351
234,14970,7850,7120,10.1394656,25.8138811,41.23253841,22.8141149,75.73146293,3.219772879,16.30594522,1.549766199,3.193052772,3.887640449,4.779026217,13.34082397,42.20224719,35.79026217,147862.5574,217431.6708,112009.979,243116.8502,344767.6802,192421.9874,9.214555778,4.65744155,4.137227789,,,107138,313106,342,30078094,896610,704
235,55575,24958,30617,23.23455828,25.76946056,33.45835388,17.53762727,10.63067926,33.5528565,1.817363923,51.46558704,2.53351327,30.06475253,28.54131111,30.02459592,8.771709668,2.59763076,23146.77831,26024.13491,13958.20917,35107.27894,37482.2614,25981.4941,43.52111921,12.80282141,12.91146019,169.1388834,152.6604938,0,571072,1578,920959,69601,183
236,39275,17140,22135,14.99955632,15.21643884,33.01211976,36.77188507,88.239338,1.239974539,7.162316996,0.914067473,2.444302992,2.049485303,6.077142503,9.425772045,36.19930547,46.24829468,158193.4648,231110.8759,94862.27587,298436.4243,436647.5653,140646.6168,5.011857416,3.124379376,1.92259198,,,17718,227117,470,3484304,725800,1084
237,19318,8676,10642,14.18045826,8.011596947,28.77022481,49.03771998,93.08934672,0.704006626,4.104979812,0.320944197,1.780722642,2.137956383,4.380053908,10.73878951,38.77726048,43.96593972,165604.2496,240860.6285,85259.45701,311282.1654,464426.1657,168229.3491,5.75328709,3.839595196,1.652779791,,,21380,244630,262,8905928,799900,2401
238,54468,24520,29948,13.92411663,15.90229274,37.44638417,32.72720646,74.97246089,8.147903356,7.257472277,6.187119042,3.43504443,6.025390839,9.033700967,12.79189598,31.9534282,40.19558401,101457.0515,151864.2866,65041.97705,170381.1715,245968.3381,103224.7309,8.186702284,5.42900235,5.523753396,687.526291,796.8905773,30268,252731,692,5840354,484500,692
239,43826,20015,23811,12.86222865,14.48957244,40.74823669,31.89996222,84.83320403,3.739789166,7.422534569,1.829963948,2.174508283,3.953681615,7.352507572,9.451309406,37.66853406,41.57396735,117032.2282,200229.4619,80847.69661,221322.0377,359804.8475,131561.1839,7.524811756,3.735266737,5.415625428,692.4943194,797.835367,47903,239977,586,1858373,607910,2656
240,62,17,45,8.083832335,53.19361277,0,38.72255489,0,87.09677419,0,12.90322581,0,18.86792453,7.547169811,73.58490566,0,0,0,43750,0,32904,49575,16242,12.9,0,8.1,,,0,88318,78,287913,15392,168
241,51157,24341,26816,20.56872566,22.9791859,32.79146417,23.66062428,20.19274,21.75264382,4.47055144,48.30228512,5.28177962,25.526788,26.7213535,27.54934632,13.30428095,6.898231223,42393.28399,44203.04425,30208.0551,53105.87494,55522.8859,41488.42475,25.66066227,12.65218445,13.22427429,229.1961077,211.0931188,0,451548,1221,312026,59448,173
242,29509,14837,14672,21.52150998,21.68701579,36.24272411,20.54875012,34.53861534,12.77576333,10.71537497,38.44589786,3.524348504,24.43181818,28.06543255,27.3643695,13.64552786,6.492851906,46963.15451,49167.98164,33801.26906,61485.62195,64621.49245,47314.54612,23.49682131,13.5543868,13.96588498,258.7401732,255.0199768,0,211278,833,393331,58571,1758
243,73523,36016,37507,14.44474941,24.0740013,36.28573361,25.19551567,42.17863798,9.658202195,2.980019858,38.59200522,6.591134747,26.1007888,14.82805556,22.60778301,22.21912462,14.24424802,52337.70543,58020.64847,43147.57881,66100.75441,73179.83454,53672.04807,21.78326238,10.5825116,10.69981502,307.0187877,269.2034703,0,470507,2470,1945238,151786,2637
244,92476,46133,46343,13.64082292,27.33652779,35.09994288,23.92270641,32.36299148,16.10147498,3.293827588,40.41697305,7.824732904,29.82655967,19.1017344,22.73362671,19.61687807,8.721201139,42485.92685,45909.14099,30103.77929,56536.70172,61282.99787,45750.08301,27.43208616,13.11044487,14.80615511,404.9171106,364.0929065,0,850965,2298,4084214,236530,2563
245,18083,9327,8756,20.51277248,17.93029945,34.73871742,26.81821065,73.49444229,10.96610076,4.772438202,7.448985235,3.318033512,12.23878416,26.6768961,27.58293146,17.54347508,15.9579132,79235.89309,94323.92404,44702.11118,96088.4529,107986.5931,60770.4991,15.67369352,7.177852126,9.726566388,315.632804,304.2328042,0,52625,396,0,12441,574
246,9264,4829,4435,8.169049879,28.14290975,51.12431084,12.56372953,64.98272884,5.926165803,21.36226252,5.591537133,2.137305699,2.447137087,7.840342124,13.62556427,44.72558803,31.3613685,125882.8117,158684.8838,109915.1348,179698.3465,263835.7637,147353.5456,8.810945596,6.124352332,5.746373057,,,96528,283628,314,0,610170,870
247,37395,17966,19429,23.26892325,24.58407656,34.18353053,17.96346966,11.67268351,27.35392432,1.863885546,54.41903998,4.69046664,34.01556219,25.14658701,27.78330936,10.36987867,2.684662758,26037.33578,30748.78899,18048.79843,37550.1373,40534.03535,29340.89364,37.30893435,12.2932023,15.79742746,140.5157313,136.1842105,0,684346,1114,2259688.5,90930,2343
248,35752,17105,18647,22.58059943,22.94700458,35.03942023,19.43297576,17.87592303,31.91150145,4.492056388,41.31796823,4.402550906,37.78826395,28.09194003,24.84587868,7.60712383,1.666793515,28828.49145,34155.17129,18639.56987,39917.50822,43460.36463,27330.50427,35.73453513,13.49827982,15.76226505,186.0027286,179.7265625,0,257631,870,587734,32477,95
249,23025,11699,11326,5.598423553,24.35689419,45.93360804,24.11107421,86.22801303,1.841476656,7.630836048,2.201954397,2.09771987,1.415225234,5.92914624,11.15067986,48.77902137,32.7259273,109853.0539,186778.8223,102391.0223,173048.408,275621.4787,145931.0839,6.417633008,5.342957655,4.525068404,,,81543,200929,514,8135142,585820,468
250,28437,13282,15155,19.58342986,25.08231214,32.90208587,22.43217212,25.47033794,19.95287829,12.72989415,36.95185849,4.895031121,25.30109363,31.06455632,26.75003461,12.14526326,4.73905219,43962.14901,52583.20453,17395.37337,57589.88593,64102.57575,36238.51851,24.92268875,15.03543974,12.2173436,244.876598,240.8273511,0,242090,718,346034,33665,212
251,24131,11954,12177,17.64261615,17.77057142,35.78969193,28.7971205,83.56885334,4.144047076,6.841821723,2.333098504,3.112179354,7.539327616,29.0366707,28.73151997,19.49807965,15.19440206,80450.28609,102159.6576,35351.4444,97238.81901,118378.098,45697.92402,8.9619908,7.043698976,5.079901372,348.1431488,349.3333333,0,123278,585,0,11828,207
